dex,name,animationTime/0,animationTime/1,animationTime/2,animationTime/3,animationTime/4,animationTime/5,animationTime/6,animationTime/7,height,modelHeight,kmBuddyDistance,weight,modelScale,id,maxCP,cinematicMoves/0/name,cinematicMoves/0/id,cinematicMoves/1/name,cinematicMoves/1/id,cinematicMoves/2/name,cinematicMoves/2/id,quickMoves/0/name,quickMoves/0/id,quickMoves/1/name,quickMoves/1/id,family/id,family/name,stats/baseAttack,stats/baseDefense,stats/baseStamina,types/0/id,types/0/name,types/1/id,types/1/name,encounter/attackProbability,encounter/attackTimer,encounter/baseFleeRate,encounter/baseCaptureRate,encounter/cameraDistance,encounter/collisionRadius,encounter/dodgeDistance,encounter/dodgeProbability,encounter/jumpTime,encounter/maxPokemonActionFrequency,encounter/minPokemonActionFrequency,encounter/movementType/name,encounter/movementType/id,encounter/gender/malePercent,encounter/gender/femalePercent,camera/cylinderRadius,camera/diskRadius,camera/shoulderModeScale,evolution/futureBranches/0/name,evolution/futureBranches/0/id,evolution/futureBranches/0/futureBranches/0/name,evolution/futureBranches/0/futureBranches/0/id,evolution/futureBranches/0/futureBranches/0/costToEvolve/candyCost,evolution/futureBranches/0/costToEvolve/candyCost,buddySize/id,buddySize/name,evolution/pastBranch/name,evolution/pastBranch/id,evolution/costToEvolve/candyCost,evolution/pastBranch/pastBranch/name,evolution/pastBranch/pastBranch/id,evolution/pastBranch/costToEvolve/candyCost,camera/cylinderGround,encounter/movementType,evolution/futureBranches/0/futureBranches/1/name,evolution/futureBranches/0/futureBranches/1/id,evolution/futureBranches/0/futureBranches/1/costToEvolve/candyCost,evolution/futureBranches/0/futureBranches/1/costToEvolve/evolutionItem/id,evolution/futureBranches/0/futureBranches/1/costToEvolve/evolutionItem/name,evolution/futureBranches/1/name,evolution/futureBranches/1/id,evolution/futureBranches/1/costToEvolve/candyCost,evolution/futureBranches/1/costToEvolve/evolutionItem/id,evolution/futureBranches/1/costToEvolve/evolutionItem/name,evolution/futureBranches/0/costToEvolve/evolutionItem/id,evolution/futureBranches/0/costToEvolve/evolutionItem/name,cinematicMoves/3/name,cinematicMoves/3/id,evolution/futureBranches/0/futureBranches/0/costToEvolve/evolutionItem/id,evolution/futureBranches/0/futureBranches/0/costToEvolve/evolutionItem/name,evolution/futureBranches/2/name,evolution/futureBranches/2/id,evolution/futureBranches/2/costToEvolve/candyCost,evolution/futureBranches/3/name,evolution/futureBranches/3/id,evolution/futureBranches/3/costToEvolve/candyCost,evolution/futureBranches/4/name,evolution/futureBranches/4/id,evolution/futureBranches/4/costToEvolve/candyCost,rarity/id,rarity/name,cinematicMoves/4/name,cinematicMoves/4/id,cinematicMoves/5/name,cinematicMoves/5/id,cinematicMoves/6/name,cinematicMoves/6/id,cinematicMoves/7/name,cinematicMoves/7/id,evolution/costToEvolve/evolutionItem/id,evolution/costToEvolve/evolutionItem/name,evolution/futureBranches/1/futureBranches/0/name,evolution/futureBranches/1/futureBranches/0/id,evolution/futureBranches/1/futureBranches/0/costToEvolve/candyCost,evolution/futureBranches/0/costToEvolve/kmBuddyDistance,evolution/costToEvolve/kmBuddyDistance
328,Trapinch,1.3333,0.6667,1.6667,2,0,2,3,3,0.71,0.65,5,15,1.2,TRAPINCH,1092,Sand Tomb,SAND_TOMB,Dig,DIG,Crunch,CRUNCH,Mud Shot Fast,MUD_SHOT_FAST,Struggle Bug Fast,STRUGGLE_BUG_FAST,FAMILY_TRAPINCH,Trapinch,162,78,90,POKEMON_TYPE_GROUND,Ground,,,0.2,20,0.09,0.4,3,0.25,1,0.05,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.5,0.555,0.5,Vibrava,VIBRAVA,Flygon,FLYGON,100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Vibrava,1.3333,0.6667,1.6667,2,0,2,3,3,1.09,1.1,5,15.3,0.96,VIBRAVA,1065,Sand Tomb,SAND_TOMB,Bulldoze,BULLDOZE,Bug Buzz,BUG_BUZZ,Mud Shot Fast,MUD_SHOT_FAST,Dragon Breath Fast,DRAGON_BREATH_FAST,FAMILY_TRAPINCH,Trapinch,134,99,100,POKEMON_TYPE_GROUND,Ground,POKEMON_TYPE_DRAGON,Dragon,0.2,20,0.06,0.1,3,0.25,0.4,0.3,1.1,1.6,0.2,Movement Electric,MOVEMENT_ELECTRIC,0.5,0.5,1,0.555,0.5,Flygon,FLYGON,,,,100,BUDDY_FLYING,Flying,Trapinch,TRAPINCH,25,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Flygon,1.3333,0.6667,1.6667,2,0,2,3,3,2.01,2.0869565,5,82,0.6,FLYGON,2458,Earthquake,EARTHQUAKE,Dragon Claw,DRAGON_CLAW,Stone Edge,STONE_EDGE,Mud Shot Fast,MUD_SHOT_FAST,Dragon Tail Fast,DRAGON_TAIL_FAST,FAMILY_TRAPINCH,Trapinch,205,168,160,POKEMON_TYPE_GROUND,Ground,POKEMON_TYPE_DRAGON,Dragon,0.1,20,0.05,0.05,5,0.4,1,0.15,1.1,1.6,0.2,Movement Flying,MOVEMENT_FLYING,0.5,0.5,2,0.555,0.5,,,,,,,BUDDY_FLYING,Flying,Vibrava,VIBRAVA,100,Trapinch,TRAPINCH,25,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Cacnea,1.3333,0.6667,1.6667,2,0,2,3,3,0.41,0.43,3,51.3,1.44,CACNEA,1080,Grass Knot,GRASS_KNOT,Brick Break,BRICK_BREAK,Seed Bomb,SEED_BOMB,Poison Sting Fast,POISON_STING_FAST,Sucker Punch Fast,SUCKER_PUNCH_FAST,FAMILY_CACNEA,Cacnea,156,74,100,POKEMON_TYPE_GRASS,Grass,,,0.2,20,0.1,0.5,3,0.3,1,0.1,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.6,0.555,0.5,Cacturne,CACTURNE,,,,50,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Cacturne,1.3333,0.6667,1.6667,2,0,2,3,3,1.3,1.3736264,3,77.4,1,CACTURNE,2092,Dark Pulse,DARK_PULSE,Dynamic Punch,DYNAMIC_PUNCH,Grass Knot,GRASS_KNOT,Poison Jab Fast,POISON_JAB_FAST,Sucker Punch Fast,SUCKER_PUNCH_FAST,FAMILY_CACNEA,Cacnea,221,115,140,POKEMON_TYPE_GRASS,Grass,POKEMON_TYPE_DARK,Dark,0.3,20,0.06,0.2,4,0.4,1,0.1,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.8,0.555,0.5,,,,,,,BUDDY_BIG,Big,Cacnea,CACNEA,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Swablu,1.3333,0.6667,1.6667,2,0,2,3,3,0.41,1.39,1,1.2,0.87,SWABLU,722,Disarming Voice,DISARMING_VOICE,Aerial Ace,AERIAL_ACE,Ice Beam,ICE_BEAM,Peck Fast,PECK_FAST,Astonish Fast,ASTONISH_FAST,FAMILY_SWABLU,Swablu,76,139,90,POKEMON_TYPE_NORMAL,Normal,POKEMON_TYPE_FLYING,Flying,0.05,20,0.1,0.5,4,0.5,1,0.2,1.1,1.6,0.2,Movement Flying,MOVEMENT_FLYING,0.5,0.5,0.8,0.555,0.5,Altaria,ALTARIA,,,,400,BUDDY_FLYING,Flying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Altaria,1.3333,0.6667,1.6667,2,0,2,3,3,1.09,2.17,1,20.6,0.72,ALTARIA,1868,Sky Attack,SKY_ATTACK,Dazzling Gleam,DAZZLING_GLEAM,Dragon Pulse,DRAGON_PULSE,Peck Fast,PECK_FAST,Dragon Breath Fast,DRAGON_BREATH_FAST,FAMILY_SWABLU,Swablu,141,208,150,POKEMON_TYPE_DRAGON,Dragon,POKEMON_TYPE_FLYING,Flying,0.1,20,0.06,0.2,4,0.5,1,0.15,1.1,1.6,0.2,Movement Flying,MOVEMENT_FLYING,0.5,0.5,1.3,0.555,0.5,,,,,,,BUDDY_BIG,Big,Swablu,SWABLU,400,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Zangoose,1.3333,0.6667,1.6667,2,0,2,3,3,1.3,1.35,3,40.3,0.88,ZANGOOSE,2214,Close Combat,CLOSE_COMBAT,Night Slash,NIGHT_SLASH,Dig,DIG,Fury Cutter Fast,FURY_CUTTER_FAST,Shadow Claw Fast,SHADOW_CLAW_FAST,FAMILY_ZANGOOSE,Zangoose,222,124,146,POKEMON_TYPE_NORMAL,Normal,,,0.2,20,0.09,0.3,3.5,0.25,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,1,0.555,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Seviper,1.3333,0.6667,1.6667,2,0,2,3,3,2.69,1.8344444,3,52.5,1.3,SEVIPER,1928,Poison Fang,POISON_FANG,Crunch,CRUNCH,Wrap,WRAP,Poison Jab Fast,POISON_JAB_FAST,Iron Tail Fast,IRON_TAIL_FAST,FAMILY_SEVIPER,Seviper,196,118,146,POKEMON_TYPE_POISON,Poison,,,0.2,20,0.09,0.3,4,0.25,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.9,0.555,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Lunatone,1.3333,0.6667,1.6667,2,0,2,3,3,0.99,1,3,168,1,LUNATONE,2245,Psychic,PSYCHIC,Rock Slide,ROCK_SLIDE,Moonblast,MOONBLAST,Rock Throw Fast,ROCK_THROW_FAST,Confusion Fast,CONFUSION_FAST,FAMILY_LUNATONE,Lunatone,178,163,180,POKEMON_TYPE_ROCK,Rock,POKEMON_TYPE_PSYCHIC,Psychic,0.1,20,0.09,0.3,4,0.25,0.5,0.1,1.1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,,,0.8,0.555,0.5,,,,,,,BUDDY_FLYING,Flying,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Solrock,1.3333,0.6667,1.6667,2,0,2,3,3,1.19,1.2,3,154,0.92,SOLROCK,2245,Psychic,PSYCHIC,Rock Slide,ROCK_SLIDE,Solar Beam,SOLAR_BEAM,Rock Throw Fast,ROCK_THROW_FAST,Confusion Fast,CONFUSION_FAST,FAMILY_SOLROCK,Solrock,178,163,180,POKEMON_TYPE_ROCK,Rock,POKEMON_TYPE_PSYCHIC,Psychic,0.1,20,0.09,0.3,4,0.25,0.5,0.1,1.1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,,,1,0.555,0.5,,,,,,,BUDDY_FLYING,Flying,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Barboach,1.3333,0.6667,1.6667,2,0,2,3,3,0.41,0.4864865,1,1.9,1.8,BARBOACH,716,Aqua Tail,AQUA_TAIL,Ice Beam,ICE_BEAM,Mud Bomb,MUD_BOMB,Water Gun Fast,WATER_GUN_FAST,Mud Shot Fast,MUD_SHOT_FAST,FAMILY_BARBOACH,Barboach,93,83,100,POKEMON_TYPE_WATER,Water,POKEMON_TYPE_GROUND,Ground,0.1,20,0.1,0.5,2.5,0.25,0.4,0.15,1.1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,0.5,0.5,0.4,0.555,0.5,Whiscash,WHISCASH,,,,50,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Whiscash,1.3333,0.6667,1.6667,2,0,2,3,3,0.89,1.1142857,1,23.6,1.3,WHISCASH,1991,Water Pulse,WATER_PULSE,Blizzard,BLIZZARD,Mud Bomb,MUD_BOMB,Water Gun Fast,WATER_GUN_FAST,Mud Shot Fast,MUD_SHOT_FAST,FAMILY_BARBOACH,Barboach,151,142,220,POKEMON_TYPE_WATER,Water,POKEMON_TYPE_GROUND,Ground,0.1,20,0.06,0.2,3,0.25,0.3,0.15,1.1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,0.5,0.5,0.6,0.555,0.5,,,,,,,BUDDY_BIG,Big,Barboach,BARBOACH,50,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Corphish,1.3333,0.6667,1.6667,2,0,2,3,3,0.61,0.56,3,11.5,1.28,CORPHISH,1107,Vice Grip,VICE_GRIP,Bubble Beam,BUBBLE_BEAM,Aqua Jet,AQUA_JET,Bubble Fast,BUBBLE_FAST,Rock Smash Fast,ROCK_SMASH_FAST,FAMILY_CORPHISH,Corphish,141,113,86,POKEMON_TYPE_WATER,Water,,,0.1,20,0.1,0.5,3,0.25,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.5,0.555,0.5,Crawdaunt,CRAWDAUNT,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Crawdaunt,1.3333,0.6667,1.6667,2,0,2,3,3,1.09,1.2,3,32.8,0.92,CRAWDAUNT,2317,Vice Grip,VICE_GRIP,Bubble Beam,BUBBLE_BEAM,Night Slash,NIGHT_SLASH,Waterfall Fast,WATERFALL_FAST,Snarl Fast,SNARL_FAST,FAMILY_CORPHISH,Corphish,224,156,126,POKEMON_TYPE_WATER,Water,POKEMON_TYPE_DARK,Dark,0.2,20,0.06,0.2,4,0.25,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,1.2,0.555,0.5,,,,,,,BUDDY_BIG,Big,Corphish,CORPHISH,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Baltoy,1.3333,0.6667,1.6667,2,0,2,3,3,0.51,0.5,3,21.5,1.35,BALTOY,676,Gyro Ball,GYRO_BALL,Psybeam,PSYBEAM,Dig,DIG,Confusion Fast,CONFUSION_FAST,Extrasensory Fast,EXTRASENSORY_FAST,FAMILY_BALTOY,Baltoy,77,131,80,POKEMON_TYPE_GROUND,Ground,POKEMON_TYPE_PSYCHIC,Psychic,0.1,20,0.1,0.5,3,0.25,0.5,0.15,1.1,1.6,0.2,Movement Psychic,MOVEMENT_PSYCHIC,,,0.5,0.555,0.5,Claydol,CLAYDOL,,,,50,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Claydol,1.3333,0.6667,1.6667,2,0,2,3,3,1.5,1.35,3,108,0.88,CLAYDOL,1782,Gyro Ball,GYRO_BALL,Psychic,PSYCHIC,Earthquake,EARTHQUAKE,Extrasensory Fast,EXTRASENSORY_FAST,Confusion Fast,CONFUSION_FAST,FAMILY_BALTOY,Baltoy,140,236,120,POKEMON_TYPE_GROUND,Ground,POKEMON_TYPE_PSYCHIC,Psychic,0.1,20,0.06,0.2,4,0.25,0.3,0.15,1.1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,,,1,0.555,0.5,,,,,,,BUDDY_BIG,Big,Baltoy,BALTOY,50,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Lileep,1.3333,0.6667,1.6667,2,0,2,3,3,0.99,0.92,3,23.8,1.04,LILEEP,1181,Grass Knot,GRASS_KNOT,Mirror Coat,MIRROR_COAT,Ancient Power,ANCIENT_POWER,Acid Fast,ACID_FAST,Infestation Fast,INFESTATION_FAST,FAMILY_LILEEP,Lileep,105,154,132,POKEMON_TYPE_ROCK,Rock,POKEMON_TYPE_GRASS,Grass,0.2,20,0.1,0.5,3,0.25,1,0.05,1.1,1.6,0.2,,,0.875,0.125,0.8,0.555,0.5,Cradily,CRADILY,,,,50,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,Cradily,1.3333,0.6667,1.6667,2,0,2,3,3,1.5,1.45,3,60.4,0.85,CRADILY,2081,Grass Knot,GRASS_KNOT,Bulldoze,BULLDOZE,Stone Edge,STONE_EDGE,Acid Fast,ACID_FAST,Infestation Fast,INFESTATION_FAST,FAMILY_LILEEP,Lileep,152,198,172,POKEMON_TYPE_ROCK,Rock,POKEMON_TYPE_GRASS,Grass,0.2,20,0.06,0.2,4,0.25,1,0.05,1.1,1.6,0.2,,,0.875,0.125,0.9,0.555,0.5,,,,,,,BUDDY_BIG,Big,Lileep,LILEEP,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Anorith,1.3333,0.6667,1.6667,2,0,2,3,3,0.71,0.7,3,12.5,1.17,ANORITH,1310,Cross Poison,CROSS_POISON,Aqua Jet,AQUA_JET,Ancient Power,ANCIENT_POWER,Struggle Bug Fast,STRUGGLE_BUG_FAST,Scratch Fast,SCRATCH_FAST,FAMILY_ANORITH,Anorith,176,100,90,POKEMON_TYPE_ROCK,Rock,POKEMON_TYPE_BUG,Bug,0.1,20,0.1,0.5,3,0.25,0.4,0.15,1.1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,0.875,0.125,0.6,0.555,0.5,Armaldo,ARMALDO,,,,50,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Armaldo,1.3333,0.6667,1.6667,2,0,2,3,3,1.5,1.38,3,68.2,0.87,ARMALDO,2675,Cross Poison,CROSS_POISON,Water Pulse,WATER_PULSE,Rock Blast,ROCK_BLAST,Fury Cutter Fast,FURY_CUTTER_FAST,Struggle Bug Fast,STRUGGLE_BUG_FAST,FAMILY_ANORITH,Anorith,222,183,150,POKEMON_TYPE_ROCK,Rock,POKEMON_TYPE_BUG,Bug,0.1,20,0.06,0.2,4.5,0.25,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.875,0.125,1,0.555,0.5,,,,,,,BUDDY_BIG,Big,Anorith,ANORITH,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Feebas,1.3333,0.6667,1.6667,2,0,2,3,3,0.61,0.6,5,7.4,1.25,FEEBAS,220,Mirror Coat,MIRROR_COAT,,,,,Splash Fast,SPLASH_FAST,Tackle Fast,TACKLE_FAST,FAMILY_FEEBAS,Feebas,29,102,40,POKEMON_TYPE_WATER,Water,,,0.1,20,0.15,0.7,3,0.25,0.4,0.1,1.1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,0.5,0.5,0.5,0.555,0.5,Milotic,MILOTIC,,,,100,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
350,Milotic,1.3333,0.6667,1.6667,2,0,2,3,3,6.2,2.3,5,162,0.7,MILOTIC,2967,Surf,SURF,Blizzard,BLIZZARD,Hyper Beam,HYPER_BEAM,Waterfall Fast,WATERFALL_FAST,Dragon Tail Fast,DRAGON_TAIL_FAST,FAMILY_FEEBAS,Feebas,192,242,190,POKEMON_TYPE_WATER,Water,,,0.1,20,0.07,0.1,5,0.8,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,1.3,0.555,0.5,,,,,,,BUDDY_BIG,Big,Feebas,FEEBAS,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
351,Castform,1.3333,0.6667,1.6667,2,0,2,3,3,0.3,0.35,5,0.8,1.57,CASTFORM,1486,Hurricane,HURRICANE,Energy Ball,ENERGY_BALL,,,Tackle Fast,TACKLE_FAST,Hex Fast,HEX_FAST,FAMILY_CASTFORM,Castform,139,139,140,POKEMON_TYPE_NORMAL,Normal,,,0.1,20,0.1,0.3,2,0.25,0.3,0.15,1.1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,0.5,0.5,0.4,0.555,0.5,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Castform,1.3333,0.6667,1.6667,2,0,2,3,3,0.3,0.35,5,0.8,1.57,CASTFORM,1486,Hurricane,HURRICANE,Energy Ball,ENERGY_BALL,,,Tackle Fast,TACKLE_FAST,Hex Fast,HEX_FAST,FAMILY_CASTFORM,Castform,139,139,140,POKEMON_TYPE_NORMAL,Normal,,,0.1,20,0.1,0.3,2,0.25,0.3,0.15,1.1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,0.5,0.5,0.4,0.555,0.5,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Castform,1.3333,0.6667,1.6667,2,0,2,3,3,0.3,0.35,5,0.8,1.57,CASTFORM,1486,Hydro Pump,HYDRO_PUMP,Thunder,THUNDER,,,Water Gun Fast,WATER_GUN_FAST,Tackle Fast,TACKLE_FAST,FAMILY_CASTFORM,Castform,139,139,140,POKEMON_TYPE_WATER,Water,,,0.1,20,0.1,0.3,2,0.25,0.3,0.15,1.1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,0.5,0.5,0.4,0.555,0.5,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Castform,1.3333,0.6667,1.6667,2,0,2,3,3,0.3,0.35,5,0.8,1.57,CASTFORM,1486,Blizzard,BLIZZARD,Ice Beam,ICE_BEAM,,,Powder Snow Fast,POWDER_SNOW_FAST,Tackle Fast,TACKLE_FAST,FAMILY_CASTFORM,Castform,139,139,140,POKEMON_TYPE_ICE,Ice,,,0.1,20,0.1,0.3,2,0.25,0.3,0.15,1.1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,0.5,0.5,0.4,0.555,0.5,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Castform,1.3333,0.6667,1.6667,2,0,2,3,3,0.3,0.35,5,0.8,1.57,CASTFORM,1486,Fire Blast,FIRE_BLAST,Solar Beam,SOLAR_BEAM,,,Ember Fast,EMBER_FAST,Tackle Fast,TACKLE_FAST,FAMILY_CASTFORM,Castform,139,139,140,POKEMON_TYPE_FIRE,Fire,,,0.1,20,0.1,0.3,2,0.25,0.3,0.15,1.1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,0.5,0.5,0.4,0.555,0.5,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Kecleon,1.3333,0.6667,1.6667,2,0,2,3,3,0.99,0.95,5,22,1.02,KECLEON,1924,Foul Play,FOUL_PLAY,Flamethrower,FLAMETHROWER,Thunder,THUNDER,Lick Fast,LICK_FAST,Sucker Punch Fast,SUCKER_PUNCH_FAST,FAMILY_KECLEON,Kecleon,161,212,120,POKEMON_TYPE_NORMAL,Normal,,,0.1,20,0.1,0.3,3.5,0.25,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.6,0.555,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ice Beam,ICE_BEAM,,,,,,,,,,,,,,Aerial Ace,AERIAL_ACE,Shadow Sneak,SHADOW_SNEAK,,,,,,,,,,,
353,Shuppet,1.3333,0.6667,1.6667,2,0,2,3,3,0.61,0.64,3,2.3,1.21,SHUPPET,872,Ominous Wind,OMINOUS_WIND,Night Shade,NIGHT_SHADE,Shadow Sneak,SHADOW_SNEAK,Feint Attack Fast,FEINT_ATTACK_FAST,Astonish Fast,ASTONISH_FAST,FAMILY_SHUPPET,Shuppet,138,66,88,POKEMON_TYPE_GHOST,Ghost,,,0.1,20,0.1,0.4,5,0.25,1,0.2,1.1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,0.5,0.5,0.5,0.555,0.5,Banette,BANETTE,,,,50,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Banette,1.3333,0.6667,1.6667,2,0,2,3,3,1.09,1.08,3,12.5,0.97,BANETTE,2073,Shadow Ball,SHADOW_BALL,Dazzling Gleam,DAZZLING_GLEAM,Thunder,THUNDER,Hex Fast,HEX_FAST,Shadow Claw Fast,SHADOW_CLAW_FAST,FAMILY_SHUPPET,Shuppet,218,127,128,POKEMON_TYPE_GHOST,Ghost,,,0.2,20,0.07,0.2,5,0.25,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,0.7,0.555,0.5,,,,,,,BUDDY_BIG,Big,Shuppet,SHUPPET,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Duskull,1.3333,0.6667,1.6667,2,0,2,3,3,0.79,0.8,3,15,1.1,DUSKULL,523,Ominous Wind,OMINOUS_WIND,Night Shade,NIGHT_SHADE,Shadow Sneak,SHADOW_SNEAK,Hex Fast,HEX_FAST,Astonish Fast,ASTONISH_FAST,FAMILY_DUSKULL,Duskull,70,162,40,POKEMON_TYPE_GHOST,Ghost,,,0.1,20,0.1,0.4,4,0.25,1,0.2,1.1,1.6,0.2,Movement Hovering,MOVEMENT_HOVERING,0.5,0.5,0.7,0.555,0.5,Dusclops,DUSCLOPS,,,,50,BUDDY_BIG,Big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Dusclops,1.3333,0.6667,1.6667,2,0,2,3,3,1.6,1.55,3,30.6,0.83,DUSCLOPS,1335,Shadow Punch,SHADOW_PUNCH,Ice Punch,ICE_PUNCH,Fire Punch,FIRE_PUNCH,Hex Fast,HEX_FAST,Feint Attack Fast,FEINT_ATTACK_FAST,FAMILY_DUSKULL,Duskull,124,234,80,POKEMON_TYPE_GHOST,Ghost,,,0.2,20,0.07,0.2,4.5,0.6,1,0.15,1.1,1.6,0.2,Movement Jump,MOVEMENT_JUMP,0.5,0.5,1.2,0.555,0.5,,,,,,,BUDDY_BIG,Big,Duskull,DUSKULL,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Tropius,1.3333,0.6667,1.6667,2,0,2,3,3,2.01,3.09,5,100,0.62,TROPIUS,1846,Stomp,STOMP,Aerial Ace,AERIAL_ACE,Leaf Blade,LEAF_BLADE,Air Slash Fast,AIR_SLASH_FAST,Razor Leaf Fast,RAZOR_LEAF_FAST,FAMILY_TROPIUS,Tropius,136,165,198,POKEMON_TYPE_GRASS,Grass,POKEMON_TYPE_FLYING,Flying,0.1,20,0.1,0.3,6,0.25,1,0.15,1.1,1.6,0.2,Movement Flying,MOVEMENT_FLYING,0.5,0.5,1.8,0.555,0.5,,,,,,,BUDDY_BIG,Big,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
